Date,Time,Time since 1970-01-01T00:00:00Z,,Time since start of measurement,,Temperatur,
2025-12-09,14:15:36.280560,1765286136.28056,s,85.818847,s,72.0,°C
2025-12-09,14:15:36.529215,1765286136.529215,s,86.067502,s,72.0,°C
2025-12-09,14:15:36.781073,1765286136.781073,s,86.31936,s,72.0,°C
2025-12-09,14:15:37.029709,1765286137.029709,s,86.567996,s,72.0,°C
2025-12-09,14:15:37.281525,1765286137.281525,s,86.819812,s,72.0,°C
2025-12-09,14:15:37.530058,1765286137.530058,s,87.068345,s,72.0,°C
2025-12-09,14:15:37.781965,1765286137.781965,s,87.320252,s,72.0,°C
2025-12-09,14:15:38.030502,1765286138.030502,s,87.568789,s,72.0,°C
2025-12-09,14:15:38.282397,1765286138.282397,s,87.820684,s,72.0,°C
2025-12-09,14:15:38.530858,1765286138.530858,s,88.069145,s,72.0,°C
2025-12-09,14:15:38.782801,1765286138.782801,s,88.321088,s,72.0,°C
2025-12-09,14:15:39.031295,1765286139.031295,s,88.569582,s,72.0,°C
2025-12-09,14:15:39.283204,1765286139.283204,s,88.821491,s,72.0,°C
2025-12-09,14:15:39.531793,1765286139.531793,s,89.07008,s,72.0,°C
2025-12-09,14:15:39.783406,1765286139.783406,s,89.321693,s,72.0,°C
2025-12-09,14:15:40.032100,1765286140.0321,s,89.570387,s,72.0,°C
2025-12-09,14:15:40.283710,1765286140.28371,s,89.821997,s,72.0,°C
2025-12-09,14:15:40.532583,1765286140.532583,s,90.07087,s,72.0,°C
2025-12-09,14:15:40.784024,1765286140.784024,s,90.322311,s,72.0,°C
2025-12-09,14:15:41.032980,1765286141.03298,s,90.571267,s,72.0,°C
2025-12-09,14:15:41.284355,1765286141.284355,s,90.822642,s,72.0,°C
2025-12-09,14:15:41.533400,1765286141.5334,s,91.071687,s,72.0,°C
2025-12-09,14:15:41.784581,1765286141.784581,s,91.322868,s,72.0,°C
2025-12-09,14:15:42.033833,1765286142.033833,s,91.57212,s,72.0,°C
2025-12-09,14:15:42.284895,1765286142.284895,s,91.823182,s,72.0,°C
2025-12-09,14:15:42.534357,1765286142.534357,s,92.072644,s,72.0,°C
2025-12-09,14:15:42.785247,1765286142.785247,s,92.323534,s,72.0,°C
2025-12-09,14:15:43.034863,1765286143.034863,s,92.57315,s,72.0,°C
2025-12-09,14:15:43.285487,1765286143.285487,s,92.823774,s,72.0,°C
2025-12-09,14:15:43.535396,1765286143.535396,s,93.073683,s,72.0,°C
2025-12-09,14:15:43.785723,1765286143.785723,s,93.32401,s,72.0,°C
2025-12-09,14:15:44.035896,1765286144.035896,s,93.574183,s,72.0,°C
2025-12-09,14:15:44.285975,1765286144.285975,s,93.824262,s,72.0,°C
2025-12-09,14:15:44.536346,1765286144.536346,s,94.074633,s,72.0,°C
2025-12-09,14:15:44.786474,1765286144.786474,s,94.324761,s,72.0,°C
2025-12-09,14:15:45.036830,1765286145.03683,s,94.575117,s,72.0,°C
2025-12-09,14:15:45.286867,1765286145.286867,s,94.825154,s,72.0,°C
2025-12-09,14:15:45.537230,1765286145.53723,s,95.075517,s,72.0,°C
2025-12-09,14:15:45.787317,1765286145.787317,s,95.325604,s,72.0,°C
2025-12-09,14:15:46.037590,1765286146.03759,s,95.575877,s,72.0,°C
2025-12-09,14:15:46.287766,1765286146.287766,s,95.826053,s,72.0,°C
2025-12-09,14:15:46.537968,1765286146.537968,s,96.076255,s,72.0,°C
2025-12-09,14:15:46.788264,1765286146.788264,s,96.326551,s,72.0,°C
2025-12-09,14:15:47.038363,1765286147.038363,s,96.57665,s,72.0,°C
2025-12-09,14:15:47.288795,1765286147.288795,s,96.827082,s,72.0,°C
2025-12-09,14:15:47.538619,1765286147.538619,s,97.076906,s,72.0,°C
2025-12-09,14:15:47.789312,1765286147.789312,s,97.327599,s,72.0,°C
2025-12-09,14:15:48.038854,1765286148.038854,s,97.577141,s,72.0,°C
2025-12-09,14:15:48.289780,1765286148.28978,s,97.828067,s,72.0,°C
2025-12-09,14:15:48.539261,1765286148.539261,s,98.077548,s,72.0,°C
2025-12-09,14:15:48.790272,1765286148.790272,s,98.328559,s,72.0,°C
2025-12-09,14:15:49.039586,1765286149.039586,s,98.577873,s,72.0,°C
2025-12-09,14:15:49.290805,1765286149.290805,s,98.829092,s,72.0,°C
2025-12-09,14:15:49.540037,1765286149.540037,s,99.078324,s,72.0,°C
2025-12-09,14:15:49.791306,1765286149.791306,s,99.329593,s,72.0,°C
2025-12-09,14:15:50.040546,1765286150.040546,s,99.578833,s,72.0,°C
2025-12-09,14:15:50.291780,1765286150.29178,s,99.830067,s,72.0,°C
2025-12-09,14:15:50.540848,1765286150.540848,s,100.079135,s,72.0,°C
2025-12-09,14:15:50.792386,1765286150.792386,s,100.330673,s,72.0,°C
2025-12-09,14:15:51.041224,1765286151.041224,s,100.579511,s,72.0,°C
2025-12-09,14:15:51.292642,1765286151.292642,s,100.830929,s,72.0,°C
2025-12-09,14:15:51.541452,1765286151.541452,s,101.079739,s,72.0,°C
2025-12-09,14:15:51.792982,1765286151.792982,s,101.331269,s,72.0,°C
2025-12-09,14:15:52.041954,1765286152.041954,s,101.580241,s,72.0,°C
2025-12-09,14:15:52.293446,1765286152.293446,s,101.831733,s,72.0,°C
2025-12-09,14:15:52.542606,1765286152.542606,s,102.080893,s,72.0,°C
2025-12-09,14:15:52.793907,1765286152.793907,s,102.332194,s,72.0,°C
2025-12-09,14:15:53.043106,1765286153.043106,s,102.581393,s,72.0,°C
2025-12-09,14:15:53.294313,1765286153.294313,s,102.8326,s,72.0,°C
2025-12-09,14:15:53.543445,1765286153.543445,s,103.081732,s,72.0,°C
2025-12-09,14:15:53.794702,1765286153.794702,s,103.332989,s,72.0,°C
2025-12-09,14:15:54.043983,1765286154.043983,s,103.58227,s,72.0,°C
2025-12-09,14:15:54.295020,1765286154.29502,s,103.833307,s,72.0,°C
2025-12-09,14:15:54.544426,1765286154.544426,s,104.082713,s,72.0,°C
2025-12-09,14:15:54.795414,1765286154.795414,s,104.333701,s,72.0,°C
2025-12-09,14:15:55.044858,1765286155.044858,s,104.583145,s,72.0,°C
2025-12-09,14:15:55.295728,1765286155.295728,s,104.834015,s,72.0,°C
2025-12-09,14:15:55.545270,1765286155.54527,s,105.083557,s,72.0,°C
2025-12-09,14:15:55.796055,1765286155.796055,s,105.334342,s,72.0,°C
2025-12-09,14:15:56.045735,1765286156.045735,s,105.584022,s,72.0,°C
2025-12-09,14:15:56.296375,1765286156.296375,s,105.834662,s,72.0,°C
2025-12-09,14:15:56.546216,1765286156.546216,s,106.084503,s,72.0,°C
2025-12-09,14:15:56.796643,1765286156.796643,s,106.33493,s,72.0,°C
2025-12-09,14:15:57.046703,1765286157.046703,s,106.58499,s,72.0,°C
2025-12-09,14:15:57.296876,1765286157.296876,s,106.835163,s,72.0,°C
2025-12-09,14:15:57.547220,1765286157.54722,s,107.085507,s,72.0,°C
2025-12-09,14:15:57.797296,1765286157.797296,s,107.335583,s,72.0,°C
2025-12-09,14:15:58.047757,1765286158.047757,s,107.586044,s,72.0,°C
2025-12-09,14:15:58.297566,1765286158.297566,s,107.835853,s,72.0,°C
2025-12-09,14:15:58.548224,1765286158.548224,s,108.086511,s,72.0,°C
2025-12-09,14:15:58.797897,1765286158.797897,s,108.336184,s,72.0,°C
2025-12-09,14:15:59.048712,1765286159.048712,s,108.586999,s,72.0,°C
2025-12-09,14:15:59.298391,1765286159.298391,s,108.836678,s,72.0,°C
2025-12-09,14:15:59.549273,1765286159.549273,s,109.08756,s,72.0,°C
2025-12-09,14:15:59.798634,1765286159.798634,s,109.336921,s,72.0,°C
2025-12-09,14:16:00.049660,1765286160.04966,s,109.587947,s,72.0,°C
2025-12-09,14:16:00.299098,1765286160.299098,s,109.837385,s,72.0,°C
2025-12-09,14:16:00.550001,1765286160.550001,s,110.088288,s,72.0,°C
2025-12-09,14:16:00.799429,1765286160.799429,s,110.337716,s,72.0,°C
2025-12-09,14:16:01.050353,1765286161.050353,s,110.58864,s,72.0,°C
2025-12-09,14:16:01.299782,1765286161.299782,s,110.838069,s,72.0,°C
2025-12-09,14:16:01.550703,1765286161.550703,s,111.08899,s,72.0,°C
2025-12-09,14:16:01.800360,1765286161.80036,s,111.338647,s,72.0,°C
2025-12-09,14:16:02.051061,1765286162.051061,s,111.589348,s,72.0,°C
2025-12-09,14:16:02.300825,1765286162.300825,s,111.839112,s,72.0,°C
2025-12-09,14:16:02.551411,1765286162.551411,s,112.089698,s,72.0,°C
2025-12-09,14:16:02.801394,1765286162.801394,s,112.339681,s,72.0,°C
2025-12-09,14:16:03.051696,1765286163.051696,s,112.589983,s,72.0,°C
2025-12-09,14:16:03.301883,1765286163.301883,s,112.84017,s,72.0,°C
2025-12-09,14:16:03.552008,1765286163.552008,s,113.090295,s,72.0,°C
2025-12-09,14:16:03.802183,1765286163.802183,s,113.34047,s,72.0,°C
2025-12-09,14:16:04.052388,1765286164.052388,s,113.590675,s,72.0,°C
2025-12-09,14:16:04.302485,1765286164.302485,s,113.840772,s,72.0,°C
2025-12-09,14:16:04.552703,1765286164.552703,s,114.09099,s,72.0,°C
2025-12-09,14:16:04.802974,1765286164.802974,s,114.341261,s,72.0,°C
2025-12-09,14:16:05.053114,1765286165.053114,s,114.591401,s,72.0,°C
2025-12-09,14:16:05.303369,1765286165.303369,s,114.841656,s,72.0,°C
2025-12-09,14:16:05.553513,1765286165.553513,s,115.0918,s,72.0,°C
2025-12-09,14:16:05.803851,1765286165.803851,s,115.342138,s,72.0,°C
2025-12-09,14:16:06.053809,1765286166.053809,s,115.592096,s,72.0,°C
2025-12-09,14:16:06.304353,1765286166.304353,s,115.84264,s,72.0,°C
2025-12-09,14:16:06.554048,1765286166.554048,s,116.092335,s,72.0,°C
2025-12-09,14:16:06.804853,1765286166.804853,s,116.34314,s,72.0,°C
2025-12-09,14:16:07.054841,1765286167.054841,s,116.593128,s,72.0,°C
2025-12-09,14:16:07.305300,1765286167.3053,s,116.843587,s,72.0,°C
2025-12-09,14:16:07.555380,1765286167.55538,s,117.093667,s,72.0,°C
2025-12-09,14:16:07.805774,1765286167.805774,s,117.344061,s,72.0,°C
2025-12-09,14:16:08.055836,1765286168.055836,s,117.594123,s,72.0,°C
2025-12-09,14:16:08.306045,1765286168.306045,s,117.844332,s,72.0,°C
2025-12-09,14:16:08.556263,1765286168.556263,s,118.09455,s,72.0,°C
2025-12-09,14:16:08.806500,1765286168.8065,s,118.344787,s,72.0,°C
2025-12-09,14:16:09.056784,1765286169.056784,s,118.595071,s,72.0,°C
2025-12-09,14:16:09.306837,1765286169.306837,s,118.845124,s,72.0,°C
2025-12-09,14:16:09.557274,1765286169.557274,s,119.095561,s,72.0,°C
2025-12-09,14:16:09.807315,1765286169.807315,s,119.345602,s,72.0,°C
2025-12-09,14:16:10.057759,1765286170.057759,s,119.596046,s,72.0,°C
2025-12-09,14:16:10.307736,1765286170.307736,s,119.846023,s,72.0,°C
2025-12-09,14:16:10.558231,1765286170.558231,s,120.096518,s,72.0,°C
2025-12-09,14:16:10.808147,1765286170.808147,s,120.346434,s,72.0,°C
2025-12-09,14:16:11.058665,1765286171.058665,s,120.596952,s,72.0,°C
2025-12-09,14:16:11.308553,1765286171.308553,s,120.84684,s,72.0,°C
2025-12-09,14:16:11.559174,1765286171.559174,s,121.097461,s,72.0,°C
2025-12-09,14:16:11.808970,1765286171.80897,s,121.347257,s,72.0,°C
2025-12-09,14:16:12.059622,1765286172.059622,s,121.597909,s,72.0,°C
2025-12-09,14:16:12.309425,1765286172.309425,s,121.847712,s,72.0,°C
2025-12-09,14:16:12.560051,1765286172.560051,s,122.098338,s,72.0,°C
2025-12-09,14:16:12.809846,1765286172.809846,s,122.348133,s,72.0,°C
2025-12-09,14:16:13.060538,1765286173.060538,s,122.598825,s,72.0,°C
2025-12-09,14:16:13.310172,1765286173.310172,s,122.848459,s,72.0,°C
2025-12-09,14:16:13.560910,1765286173.56091,s,123.099197,s,72.0,°C
2025-12-09,14:16:13.810490,1765286173.81049,s,123.348777,s,72.0,°C
2025-12-09,14:16:14.061275,1765286174.061275,s,123.599562,s,72.0,°C
2025-12-09,14:16:14.310997,1765286174.310997,s,123.849284,s,72.0,°C
2025-12-09,14:16:14.561548,1765286174.561548,s,124.099835,s,72.0,°C
2025-12-09,14:16:14.811524,1765286174.811524,s,124.349811,s,72.0,°C
2025-12-09,14:16:15.062022,1765286175.062022,s,124.600309,s,72.0,°C
2025-12-09,14:16:15.312038,1765286175.312038,s,124.850325,s,72.0,°C
2025-12-09,14:16:15.562294,1765286175.562294,s,125.100581,s,72.0,°C
2025-12-09,14:16:15.812421,1765286175.812421,s,125.350708,s,72.0,°C
2025-12-09,14:16:16.062583,1765286176.062583,s,125.60087,s,72.0,°C
2025-12-09,14:16:16.312929,1765286176.312929,s,125.851216,s,72.0,°C
2025-12-09,14:16:16.562957,1765286176.562957,s,126.101244,s,72.0,°C
2025-12-09,14:16:16.813437,1765286176.813437,s,126.351724,s,72.0,°C
2025-12-09,14:16:17.063403,1765286177.063403,s,126.60169,s,72.0,°C
2025-12-09,14:16:17.313869,1765286177.313869,s,126.852156,s,72.0,°C
2025-12-09,14:16:17.563822,1765286177.563822,s,127.102109,s,72.0,°C
2025-12-09,14:16:17.814302,1765286177.814302,s,127.352589,s,72.0,°C
2025-12-09,14:16:18.064315,1765286178.064315,s,127.602602,s,72.0,°C
2025-12-09,14:16:18.314819,1765286178.314819,s,127.853106,s,72.0,°C
2025-12-09,14:16:18.564635,1765286178.564635,s,128.102922,s,72.0,°C
2025-12-09,14:16:18.815322,1765286178.815322,s,128.353609,s,72.0,°C
2025-12-09,14:16:19.065093,1765286179.065093,s,128.60338,s,72.0,°C
2025-12-09,14:16:19.315754,1765286179.315754,s,128.854041,s,72.0,°C
2025-12-09,14:16:19.565586,1765286179.565586,s,129.103873,s,72.0,°C
2025-12-09,14:16:19.816277,1765286179.816277,s,129.354564,s,72.0,°C
2025-12-09,14:16:20.065901,1765286180.065901,s,129.604188,s,72.0,°C
2025-12-09,14:16:20.316733,1765286180.316733,s,129.85502,s,72.0,°C
2025-12-09,14:16:20.566172,1765286180.566172,s,130.104459,s,72.0,°C
2025-12-09,14:16:20.817176,1765286180.817176,s,130.355463,s,72.0,°C
2025-12-09,14:16:21.066399,1765286181.066399,s,130.604686,s,71.0,°C
2025-12-09,14:16:21.317693,1765286181.317693,s,130.85598,s,71.0,°C
2025-12-09,14:16:21.566598,1765286181.566598,s,131.104885,s,71.0,°C
2025-12-09,14:16:21.818187,1765286181.818187,s,131.356474,s,71.0,°C
2025-12-09,14:16:22.067131,1765286182.067131,s,131.605418,s,71.0,°C
2025-12-09,14:16:22.318509,1765286182.318509,s,131.856796,s,72.0,°C
2025-12-09,14:16:22.567554,1765286182.567554,s,132.105841,s,72.0,°C
2025-12-09,14:16:22.818943,1765286182.818943,s,132.35723,s,72.0,°C
2025-12-09,14:16:23.067906,1765286183.067906,s,132.606193,s,72.0,°C
2025-12-09,14:16:23.319350,1765286183.31935,s,132.857637,s,72.0,°C
2025-12-09,14:16:23.568254,1765286183.568254,s,133.106541,s,72.0,°C
2025-12-09,14:16:23.819738,1765286183.819738,s,133.358025,s,72.0,°C
2025-12-09,14:16:24.068801,1765286184.068801,s,133.607088,s,72.0,°C
2025-12-09,14:16:24.320162,1765286184.320162,s,133.858449,s,72.0,°C
2025-12-09,14:16:24.569241,1765286184.569241,s,134.107528,s,72.0,°C
2025-12-09,14:16:24.820408,1765286184.820408,s,134.358695,s,72.0,°C
2025-12-09,14:16:25.069479,1765286185.069479,s,134.607766,s,72.0,°C
2025-12-09,14:16:25.320623,1765286185.320623,s,134.85891,s,72.0,°C
2025-12-09,14:16:25.570000,1765286185.57,s,135.108287,s,72.0,°C
2025-12-09,14:16:25.820904,1765286185.820904,s,135.359191,s,72.0,°C
2025-12-09,14:16:26.070481,1765286186.070481,s,135.608768,s,72.0,°C
2025-12-09,14:16:26.321217,1765286186.321217,s,135.859504,s,72.0,°C
2025-12-09,14:16:26.571020,1765286186.57102,s,136.109307,s,72.0,°C
2025-12-09,14:16:26.821712,1765286186.821712,s,136.359999,s,72.0,°C
2025-12-09,14:16:27.071501,1765286187.071501,s,136.609788,s,72.0,°C
2025-12-09,14:16:27.322195,1765286187.322195,s,136.860482,s,72.0,°C
2025-12-09,14:16:27.571936,1765286187.571936,s,137.110223,s,72.0,°C
2025-12-09,14:16:27.822570,1765286187.82257,s,137.360857,s,72.0,°C
2025-12-09,14:16:28.072366,1765286188.072366,s,137.610653,s,72.0,°C
2025-12-09,14:16:28.323005,1765286188.323005,s,137.861292,s,72.0,°C
2025-12-09,14:16:28.572838,1765286188.572838,s,138.111125,s,72.0,°C
2025-12-09,14:16:28.823349,1765286188.823349,s,138.361636,s,72.0,°C
2025-12-09,14:16:29.073387,1765286189.073387,s,138.611674,s,72.0,°C
2025-12-09,14:16:29.323816,1765286189.323816,s,138.862103,s,72.0,°C
2025-12-09,14:16:29.573884,1765286189.573884,s,139.112171,s,72.0,°C
2025-12-09,14:16:29.824295,1765286189.824295,s,139.362582,s,72.0,°C
2025-12-09,14:16:30.074391,1765286190.074391,s,139.612678,s,72.0,°C
2025-12-09,14:16:30.324764,1765286190.324764,s,139.863051,s,72.0,°C
2025-12-09,14:16:30.574755,1765286190.574755,s,140.113042,s,71.0,°C
2025-12-09,14:16:30.825281,1765286190.825281,s,140.363568,s,71.0,°C
2025-12-09,14:16:31.075260,1765286191.07526,s,140.613547,s,71.0,°C
2025-12-09,14:16:31.325776,1765286191.325776,s,140.864063,s,71.0,°C
2025-12-09,14:16:31.575750,1765286191.57575,s,141.114037,s,72.0,°C
2025-12-09,14:16:31.826270,1765286191.82627,s,141.364557,s,72.0,°C
2025-12-09,14:16:32.076224,1765286192.076224,s,141.614511,s,72.0,°C
2025-12-09,14:16:32.326729,1765286192.326729,s,141.865016,s,72.0,°C
2025-12-09,14:16:32.576580,1765286192.57658,s,142.114867,s,72.0,°C
2025-12-09,14:16:32.827127,1765286192.827127,s,142.365414,s,72.0,°C
2025-12-09,14:16:33.077026,1765286193.077026,s,142.615313,s,72.0,°C
2025-12-09,14:16:33.327605,1765286193.327605,s,142.865892,s,72.0,°C
2025-12-09,14:16:33.577479,1765286193.577479,s,143.115766,s,72.0,°C
2025-12-09,14:16:33.828071,1765286193.828071,s,143.366358,s,72.0,°C
2025-12-09,14:16:34.077892,1765286194.077892,s,143.616179,s,72.0,°C
2025-12-09,14:16:34.328443,1765286194.328443,s,143.86673,s,72.0,°C
2025-12-09,14:16:34.578345,1765286194.578345,s,144.116632,s,72.0,°C
2025-12-09,14:16:34.828720,1765286194.82872,s,144.367007,s,72.0,°C
2025-12-09,14:16:35.078729,1765286195.078729,s,144.617016,s,72.0,°C
2025-12-09,14:16:35.329233,1765286195.329233,s,144.86752,s,72.0,°C
2025-12-09,14:16:35.579044,1765286195.579044,s,145.117331,s,71.0,°C
2025-12-09,14:16:35.829805,1765286195.829805,s,145.368092,s,71.0,°C
2025-12-09,14:16:36.079417,1765286196.079417,s,145.617704,s,71.0,°C
2025-12-09,14:16:36.330336,1765286196.330336,s,145.868623,s,71.0,°C
2025-12-09,14:16:36.579643,1765286196.579643,s,146.11793,s,71.0,°C
2025-12-09,14:16:36.830837,1765286196.830837,s,146.369124,s,72.0,°C
2025-12-09,14:16:37.079890,1765286197.07989,s,146.618177,s,72.0,°C
2025-12-09,14:16:37.331361,1765286197.331361,s,146.869648,s,72.0,°C
2025-12-09,14:16:37.580264,1765286197.580264,s,147.118551,s,72.0,°C
2025-12-09,14:16:37.831589,1765286197.831589,s,147.369876,s,72.0,°C
2025-12-09,14:16:38.080729,1765286198.080729,s,147.619016,s,72.0,°C
2025-12-09,14:16:38.332086,1765286198.332086,s,147.870373,s,72.0,°C
2025-12-09,14:16:38.581245,1765286198.581245,s,148.119532,s,71.0,°C
2025-12-09,14:16:38.832420,1765286198.83242,s,148.370707,s,71.0,°C
2025-12-09,14:16:39.081757,1765286199.081757,s,148.620044,s,71.0,°C
2025-12-09,14:16:39.332756,1765286199.332756,s,148.871043,s,71.0,°C
2025-12-09,14:16:39.582245,1765286199.582245,s,149.120532,s,71.0,°C
2025-12-09,14:16:39.833162,1765286199.833162,s,149.371449,s,72.0,°C
2025-12-09,14:16:40.082853,1765286200.082853,s,149.62114,s,72.0,°C
2025-12-09,14:16:40.333563,1765286200.333563,s,149.87185,s,72.0,°C
2025-12-09,14:16:40.583385,1765286200.583385,s,150.121672,s,72.0,°C
2025-12-09,14:16:40.833803,1765286200.833803,s,150.37209,s,71.0,°C
2025-12-09,14:16:41.083814,1765286201.083814,s,150.622101,s,71.0,°C
2025-12-09,14:16:41.334086,1765286201.334086,s,150.872373,s,71.0,°C
2025-12-09,14:16:41.584211,1765286201.584211,s,151.122498,s,71.0,°C
2025-12-09,14:16:41.834521,1765286201.834521,s,151.372808,s,71.0,°C
2025-12-09,14:16:42.084487,1765286202.084487,s,151.622774,s,72.0,°C
2025-12-09,14:16:42.334916,1765286202.334916,s,151.873203,s,72.0,°C
2025-12-09,14:16:42.585017,1765286202.585017,s,152.123304,s,72.0,°C
2025-12-09,14:16:42.835332,1765286202.835332,s,152.373619,s,72.0,°C
2025-12-09,14:16:43.085404,1765286203.085404,s,152.623691,s,72.0,°C
2025-12-09,14:16:43.335621,1765286203.335621,s,152.873908,s,72.0,°C
2025-12-09,14:16:43.585856,1765286203.585856,s,153.124143,s,72.0,°C
2025-12-09,14:16:43.836008,1765286203.836008,s,153.374295,s,71.0,°C
2025-12-09,14:16:44.086307,1765286204.086307,s,153.624594,s,71.0,°C
2025-12-09,14:16:44.336335,1765286204.336335,s,153.874622,s,71.0,°C
2025-12-09,14:16:44.586785,1765286204.586785,s,154.125072,s,71.0,°C
2025-12-09,14:16:44.836835,1765286204.836835,s,154.375122,s,71.0,°C
2025-12-09,14:16:45.087169,1765286205.087169,s,154.625456,s,71.0,°C
2025-12-09,14:16:45.337275,1765286205.337275,s,154.875562,s,71.0,°C
2025-12-09,14:16:45.587618,1765286205.587618,s,155.125905,s,71.0,°C
2025-12-09,14:16:45.837818,1765286205.837818,s,155.376105,s,71.0,°C
2025-12-09,14:16:46.087961,1765286206.087961,s,155.626248,s,72.0,°C
2025-12-09,14:16:46.338303,1765286206.338303,s,155.87659,s,72.0,°C
2025-12-09,14:16:46.588370,1765286206.58837,s,156.126657,s,72.0,°C
2025-12-09,14:16:46.838820,1765286206.83882,s,156.377107,s,72.0,°C
2025-12-09,14:16:47.088752,1765286207.088752,s,156.627039,s,72.0,°C
2025-12-09,14:16:47.339312,1765286207.339312,s,156.877599,s,72.0,°C
2025-12-09,14:16:47.589192,1765286207.589192,s,157.127479,s,72.0,°C
2025-12-09,14:16:47.839842,1765286207.839842,s,157.378129,s,71.0,°C
2025-12-09,14:16:48.089659,1765286208.089659,s,157.627946,s,71.0,°C
2025-12-09,14:16:48.340409,1765286208.340409,s,157.878696,s,71.0,°C
2025-12-09,14:16:48.590035,1765286208.590035,s,158.128322,s,71.0,°C
2025-12-09,14:16:48.840896,1765286208.840896,s,158.379183,s,71.0,°C
2025-12-09,14:16:49.090500,1765286209.0905,s,158.628787,s,71.0,°C
2025-12-09,14:16:49.341421,1765286209.341421,s,158.879708,s,71.0,°C
2025-12-09,14:16:49.590953,1765286209.590953,s,159.12924,s,72.0,°C
2025-12-09,14:16:49.841886,1765286209.841886,s,159.380173,s,72.0,°C
2025-12-09,14:16:50.091469,1765286210.091469,s,159.629756,s,72.0,°C
2025-12-09,14:16:50.342279,1765286210.342279,s,159.880566,s,72.0,°C
2025-12-09,14:16:50.591830,1765286210.59183,s,160.130117,s,72.0,°C
2025-12-09,14:16:50.842780,1765286210.84278,s,160.381067,s,72.0,°C
2025-12-09,14:16:51.092272,1765286211.092272,s,160.630559,s,72.0,°C
2025-12-09,14:16:51.343037,1765286211.343037,s,160.881324,s,72.0,°C
2025-12-09,14:16:51.592566,1765286211.592566,s,161.130853,s,72.0,°C
2025-12-09,14:16:51.843426,1765286211.843426,s,161.381713,s,72.0,°C
2025-12-09,14:16:52.092836,1765286212.092836,s,161.631123,s,72.0,°C
2025-12-09,14:16:52.343663,1765286212.343663,s,161.88195,s,71.0,°C
2025-12-09,14:16:52.593434,1765286212.593434,s,162.131721,s,71.0,°C
2025-12-09,14:16:52.844044,1765286212.844044,s,162.382331,s,71.0,°C
2025-12-09,14:16:53.093829,1765286213.093829,s,162.632116,s,71.0,°C
2025-12-09,14:16:53.344288,1765286213.344288,s,162.882575,s,71.0,°C
2025-12-09,14:16:53.594306,1765286213.594306,s,163.132593,s,72.0,°C
2025-12-09,14:16:53.844801,1765286213.844801,s,163.383088,s,72.0,°C
2025-12-09,14:16:54.094551,1765286214.094551,s,163.632838,s,71.0,°C
2025-12-09,14:16:54.345064,1765286214.345064,s,163.883351,s,71.0,°C
2025-12-09,14:16:54.595043,1765286214.595043,s,164.13333,s,71.0,°C
2025-12-09,14:16:54.845546,1765286214.845546,s,164.383833,s,71.0,°C
2025-12-09,14:16:55.095496,1765286215.095496,s,164.633783,s,71.0,°C
2025-12-09,14:16:55.345976,1765286215.345976,s,164.884263,s,71.0,°C
2025-12-09,14:16:55.595880,1765286215.59588,s,165.134167,s,71.0,°C
2025-12-09,14:16:55.846273,1765286215.846273,s,165.38456,s,71.0,°C
2025-12-09,14:16:56.096330,1765286216.09633,s,165.634617,s,71.0,°C
2025-12-09,14:16:56.346772,1765286216.346772,s,165.885059,s,71.0,°C
2025-12-09,14:16:56.596885,1765286216.596885,s,166.135172,s,71.0,°C
2025-12-09,14:16:56.847267,1765286216.847267,s,166.385554,s,71.0,°C
2025-12-09,14:16:57.097378,1765286217.097378,s,166.635665,s,71.0,°C
2025-12-09,14:16:57.347577,1765286217.347577,s,166.885864,s,71.0,°C
2025-12-09,14:16:57.597869,1765286217.597869,s,167.136156,s,71.0,°C
2025-12-09,14:16:57.847968,1765286217.847968,s,167.386255,s,71.0,°C
2025-12-09,14:16:58.098296,1765286218.098296,s,167.636583,s,71.0,°C
2025-12-09,14:16:58.348356,1765286218.348356,s,167.886643,s,71.0,°C
2025-12-09,14:16:58.598745,1765286218.598745,s,168.137032,s,71.0,°C
2025-12-09,14:16:58.848580,1765286218.84858,s,168.386867,s,71.0,°C
2025-12-09,14:16:59.099143,1765286219.099143,s,168.63743,s,71.0,°C
2025-12-09,14:16:59.349048,1765286219.349048,s,168.887335,s,71.0,°C
2025-12-09,14:16:59.599670,1765286219.59967,s,169.137957,s,71.0,°C
2025-12-09,14:16:59.849618,1765286219.849618,s,169.387905,s,72.0,°C
2025-12-09,14:17:00.100115,1765286220.100115,s,169.638402,s,72.0,°C
2025-12-09,14:17:00.350044,1765286220.350044,s,169.888331,s,72.0,°C
2025-12-09,14:17:00.600320,1765286220.60032,s,170.138607,s,72.0,°C
2025-12-09,14:17:00.850495,1765286220.850495,s,170.388782,s,72.0,°C
2025-12-09,14:17:01.100547,1765286221.100547,s,170.638834,s,71.0,°C
2025-12-09,14:17:01.350943,1765286221.350943,s,170.88923,s,71.0,°C
2025-12-09,14:17:01.600909,1765286221.600909,s,171.139196,s,71.0,°C
2025-12-09,14:17:01.851315,1765286221.851315,s,171.389602,s,71.0,°C
2025-12-09,14:17:02.101295,1765286222.101295,s,171.639582,s,71.0,°C
2025-12-09,14:17:02.351797,1765286222.351797,s,171.890084,s,71.0,°C
2025-12-09,14:17:02.601581,1765286222.601581,s,172.139868,s,71.0,°C
2025-12-09,14:17:02.852272,1765286222.852272,s,172.390559,s,71.0,°C
2025-12-09,14:17:03.101906,1765286223.101906,s,172.640193,s,71.0,°C
